Genre,Length,Theme,Title
Alamat,Short,Matulungin,Ang Alamat ng Guhit sa Langit
Alamat,Short,Kabayanihan,Ang Alamat ng Kawayan
Alamat,Short,Pagkakaibigan,Ang Alamat ng Alon
Alamat,Short,Katapatan,Ang Alamat ng Pilak
Alamat,Short,Matulungin,Ang Alamat ng Buwaya
Alamat,Short,Kabayanihan,Ang Alamat ng Salamin
Alamat,Short,Pagkakaibigan,Ang Alamat ng Kalabaw
Alamat,Short,Kasipagan,Ang Alamat ng Maya
Alamat,Short,Kabayanihan,Ang Alamat ng Ahas
Alamat,Short,Pagkakaibigan,Ang Alamat ng Pagong
Alamat,Short,Matulungin,Ang Alamat ng Unggoy
Alamat,Short,Katapatan,Ang Alamat ng Langgam
Alamat,Long,Kasipagan,Ang Alamat ng Agila
Alamat,Long,Matulungin,Ang Alamat ng Usa
Alamat,Long,Kabayanihan,Ang Alamat ng Tarsier
Alamat,Short,Pagkakaibigan,Ang Alamat ng Kabayo
Alamat,Long,Katapatan,Ang Alamat ng Paniki
Alamat,Long,Kasipagan,Ang Alamat ng Pagong
Alamat,Short,Kabayanihan,Ang Alamat ng Alitaptap
Alamat,Long,Matulungin,Ang Alamat ng Unggoy
Alamat,Long,Pagkakaibigan,Ang Alamat ng Kalabaw
Alamat,Short,Katapatan,Ang Alamat ng Lobo
Alamat,Long,Kasipagan,Ang Alamat ng Matsing
Alamat,Long,Matulungin,Ang Alamat ng Palaka
Alamat,Short,Kabayanihan,Ang Alamat ng Aso
Alamat,Long,Pagkakaibigan,Ang Alamat ng Usa
Alamat,Long,Kabayanihan,Ang Alamat ng Kalabaw
Alamat,Long,Pagkakaibigan,Ang Alamat ng Alitaptap
Alamat,Long,Matulungin,Ang Alamat ng Kabayo
Alamat,Long,Katapatan,Ang Alamat ng Tuko
Alamat,Long,Kasipagan,Ang Alamat ng Unggoy
Alamat,Long,Matulungin,Ang Alamat ng Pusa
Alamat,Long,Kabayanihan,Ang Alamat ng Palaka
Alamat,Long,Pagkakaibigan,Ang Alamat ng Pagong
Alamat,Short,Katapatan,Ang Alamat ng Suso
Pabula,Short,Kasipagan,Ang Kabayo at ang Kalabaw
Pabula,Short,Kabayanihan,Ang Kuneho at ang Pagong
Pabula,Short,Matulungin,Ang Aso at ang Uwak
Pabula,Short,Pagkakaibigan,Ang Pabo at ang Ibon
Pabula,Short,Katapatan,Ang Ahas at ang Palaka
Pabula,Short,Kasipagan,Ang Matsing at ang Pagong
Pabula,Short,Matulungin,Ang Pusa at ang Daga
Pabula,Short,Kabayanihan,Ang Kalabaw at ang Lamok
Pabula,Short,Pagkakaibigan,Ang Soro at ang Ubas
Pabula,Short,Katapatan,Ang Gansa at ang Itik
Pabula,Short,Kasipagan,Ang Palaka at ang Gansa
Pabula,Short,Katapatan,Ang Unggoy at ang Buwaya
Pabula,Short,Kabayanihan,Ang Leon at ang Usa
Pabula,Short,Matulungin,Ang Aso at ang Kabayo
Pabula,Short,Pagkakaibigan,Ang Lobo at ang Bibe
Pabula,Short,Kasipagan,Ang Matakaw na Kambing
Pabula,Short,Katapatan,Ang Gagamba at ang Langgam
Pabula,Short,Matulungin,Ang Palaka at ang Alitaptap
Pabula,Short,Kabayanihan,Ang Sutil na Pagong
Pabula,Short,Pagkakaibigan,Ang Kalapati at ang Agila
Pabula,Short,Kasipagan,Ang Maingay na Uwak
Pabula,Short,Kabayanihan,Ang Mabagal na Pagong
Pabula,Short,Pagkakaibigan,Ang Mainggit na Palaka
Pabula,Short,Matulungin,Ang Mapagmataas na Usa
Pabula,Short,Katapatan,Ang Sutil na Tupa
Pabula,Short,Kasipagan,Ang Mabait na Kalabaw
Pabula,Short,Matulungin,Ang Tamad na Gansa
Pabula,Short,Kabayanihan,Ang Gutom na Soro
Pabula,Short,Pagkakaibigan,Ang Mapaglarong Kuting
Pabula,Short,Katapatan,Ang Bising Bubuyog
Pabula,Short,Kasipagan,Ang Ipis at ang Langgam
Pabula,Short,Kabayanihan,Ang Uwak at ang Banga
Pabula,Short,Matulungin,Ang Matsing at ang Alimango
Pabula,Short,Pagkakaibigan,Ang Pusa at ang Aso
Pabula,Short,Katapatan,Ang Tamad na Palaka
Pabula,Short,Kasipagan,Ang Gansa at ang Palaka
Pabula,Short,Matulungin,Ang Uod at ang Paruparo
Pabula,Short,Kabayanihan,Ang Dalawang Kambing
Pabula,Short,Pagkakaibigan,Ang Kuwago at ang Matalas na Manok
Pabula,Short,Katapatan,Ang Matsing at ang Pagong
Pabula,Short,Kasipagan,Ang Tigre at ang Usa
Pabula,Short,Katapatan,Ang Palaka at ang Gagamba
Pabula,Short,Kabayanihan,Ang Kalabaw at ang Langgam
Pabula,Short,Matulungin,Ang Baboy at ang Kambing
Pabula,Short,Pagkakaibigan,Ang Kabayo at ang Pagong
Pabula,Short,Kasipagan,Ang Masipag na Langgam
Pabula,Short,Katapatan,Ang Mabait na Kalabaw
Pabula,Short,Matulungin,Ang Aso at ang Pato
Pabula,Short,Kabayanihan,Ang Palaka at ang Palay
Pabula,Short,Pagkakaibigan,Ang Unggoy at ang Kawayan
Pabula,Short,Kasipagan,Ang Mabait na Leon
Pabula,Short,Matulungin,Ang Ahas at ang Palaka
Pabula,Short,Kabayanihan,Ang Kuneho at ang Uwak
Pabula,Short,Pagkakaibigan,Ang Kalabaw at ang Kuneho
Pabula,Short,Kasipagan,Ang Pagong at ang Matsing
Pabula,Short,Kabayanihan,Ang Unggoy at ang Alitaptap
Pabula,Short,Pagkakaibigan,Ang Pusa at ang Aso
Pabula,Short,Matulungin,Ang Gansa at ang Pagong
Pabula,Short,Katapatan,Ang Butiki at ang Paruparo
Pabula,Short,Kasipagan,Ang Kuwago at ang Suso
Pabula,Short,Matulungin,Ang Masipag na Langgam at ang Tamad na Tipaklong
Pabula,Short,Kabayanihan,Ang Kabayo at ang Kalabaw
Pabula,Short,Pagkakaibigan,Ang Palaka at ang Ibon
Pabula,Short,Katapatan,Ang Kuting at ang Aso
Pabula,Short,Kasipagan,Ang Lobo at ang Kambing
Pabula,Long,Kabayanihan,Ang Tapat na Kalabaw at ang Lobo
Pabula,Long,Matulungin,Ang Batang Usa at ang Mabait na Kabayo
Pabula,Short,Pagkakaibigan,Ang Aso at ang Pusa
Pabula,Long,Katapatan,Ang Matsing at ang Pagong
Pabula,Short,Kasipagan,Ang Alitaptap at ang Gagamba
Pabula,Long,Matulungin,Ang Maingat na Pagong at ang Mayabang na Usa
Pabula,Short,Kabayanihan,Ang Tapat na Langgam at ang Tamad na Tipaklong
Pabula,Short,Pagkakaibigan,Ang Matalinong Uwak at ang Tusong Ahas
Pabula,Short,Katapatan,Ang Mabait na Kabayo at ang Mapang-abusong Baboy
Pabula,Short,Matulungin,Ang Lobo at ang Mapagbigay na Tupa
Pabula,Long,Kabayanihan,Ang Pusa at ang Matapat na Manok
Pabula,Long,Pagkakaibigan,Ang Gansa at ang Palaka
Pabula,Short,Kasipagan,Ang Aso at ang Malaking Bato
Pabula,Short,Kabayanihan,Ang Pilyong Kambing
Pabula,Short,Pagkakaibigan,Ang Maalagang Pusa at ang Mapaglarong Daga
Pabula,Long,Matulungin,Ang Maingat na Pagong at ang Hangal na Butiki
Pabula,Short,Katapatan,Ang Mayabang na Gansa at ang Mabait na Alitaptap
Pabula,Long,Kasipagan,Ang Matalinong Pusa at ang Tamad na Daga
Pabula,Short,Matulungin,Ang Mapagmalasakit na Kalabaw at ang Mapagmataas na Usa
Pabula,Short,Kabayanihan,Ang Tamad na Kabayo
Pabula,Short,Pagkakaibigan,Ang Pagong at ang Matsing
Pabula,Short,Katapatan,Ang Palaka at ang Alitaptap
Pabula,Short,Kasipagan,Ang Aso at ang Bibe
Pabula,Short,Kabayanihan,Ang Batang Usa at ang Lobo
Pabula,Short,Matulungin,Ang Masipag na Langgam
Pabula,Short,Pagkakaibigan,Ang Tapat na Kalabaw
Pabula,Short,Katapatan,Ang Palaka at ang Lawa
Pabula,Short,Kasipagan,Ang Maya at ang Bato
Pabula,Short,Matulungin,Ang Kuting at ang Dagang Gubat
Pabula,Short,Kabayanihan,Ang Magkaibigang Tigre at Usa
Pabula,Short,Pagkakaibigan,Ang Matsing at ang Bayabas
Pabula,Short,Matulungin,Ang Palaka at ang Kalabaw
Pabula,Short,Katapatan,Ang Aso at ang Kaldero
Pabula,Short,Kasipagan,Ang Butiki at ang Langgam
Pabula,Short,Matulungin,Ang Kuwago at ang Mga Hayop
Pabula,Short,Kabayanihan,Ang Mayabang na Pagong
Pabula,Short,Pagkakaibigan,Ang Lobo at ang Alitaptap
Pabula,Short,Katapatan,Ang Soro at ang Ubas
Pabula,Short,Kasipagan,Ang Gansa at ang Ginintuang Itlog
Kwentong Bayan,Short,Kabayanihan,Ang Paglalakbay ni Lina
Kwentong Bayan,Short,Matulungin,Si Tomas at ang Lihim na Bato
Kwentong Bayan,Short,Pagkakaibigan,Ang Bahay sa Itaas ng Burol
Kwentong Bayan,Short,Katapatan,Si Andoy at ang Araw ng Pagbabago
Kwentong Bayan,Short,Kasipagan,Si Carla at ang Diwa ng Piyesta
Kwentong Bayan,Short,Matulungin,Ang Mahiwagang Kampana
Kwentong Bayan,Short,Kabayanihan,Ang Lihim na Tula ni Nardo
Kwentong Bayan,Short,Pagkakaibigan,Ang Paligsahan ni Kaloy
Kwentong Bayan,Short,Katapatan,Si Minda at ang Kulay ng Pag-asa
Kwentong Bayan,Short,Kasipagan,Ang Lihim ng Lawa
Kwentong Bayan,Long,Katapatan,Ang Palasyo sa Gitna ng Gubat
Kwentong Bayan,Short,Kabayanihan,Ang Sikreto ni Ka Andres
Kwentong Bayan,Short,Matulungin,Ang Pamana ni Lola Biring
Kwentong Bayan,Short,Pagkakaibigan,Ang Masayahing Pagong
Kwentong Bayan,Short,Kasipagan,Ang Kariton ni Juan
Kwentong Bayan,Short,Katapatan,Ang Palaro ni Tinay
Kwentong Bayan,Short,Matulungin,Ang Pangarap ni Nilo
Kwentong Bayan,Short,Kabayanihan,Si Mira at ang Mahiwagang Bangka
Kwentong Bayan,Short,Pagkakaibigan,Ang Kwento ng Tatlong Binhi
Kwentong Bayan,Short,Kasipagan,Ang Bahay na Buhay sa Musika
Kwentong Bayan,Short,Kabayanihan,Ang Lihim ng Bulaklak sa Gubat
Kwentong Bayan,Short,Pagkakaibigan,Ang Paglalakbay ni Timo
Kwentong Bayan,Short,Matulungin,Ang Munting Tulay ni Clara
Kwentong Bayan,Short,Katapatan,Si Lito at ang Nawawalang Ginto
Kwentong Bayan,Short,Kasipagan,Ang Pangako ni Elsa
Kwentong Bayan,Long,Matulungin,Ang Planong Tulong ni Miguel
Kwentong Bayan,Long,Kabayanihan,Ang Aklat ni Clara
Kwentong Bayan,Short,Pagkakaibigan,Ang Lihim ng Batang Gubat
Kwentong Bayan,Short,Katapatan,Si Pilar at ang Liwanag sa Bahay
Kwentong Bayan,Short,Kasipagan,Ang Puno ng mga Pangarap
Kwentong Bayan,Short,Kabayanihan,Si Tomas at ang Nawalang Bukal
Kwentong Bayan,Short,Matulungin,Ang Nawawalang Takure ni Elena
Kwentong Bayan,Short,Pagkakaibigan,Ang Hiling ni Rico sa Buwan
Kwentong Bayan,Short,Katapatan,Ang Paglalakbay ni Anita
Kwentong Bayan,Short,Kasipagan,Si Lita at ang Mahiwagang Balon
Kwentong Bayan,Long,Matulungin,Si Mario at ang Nawawalang Hangin
Kwentong Bayan,Short,Kabayanihan,Si Rosa at ang Lihim ng Ilog
Kwentong Bayan,Short,Pagkakaibigan,Si Lina at ang Hiwagang Liham
Kwentong Bayan,Short,Katapatan,Ang Tatlong Butil ni Nardo
Kwentong Bayan,Short,Kasipagan,Si Kiko at ang Nawawalang Baryo
Kwentong Bayan,Long,Katapatan,Si Clara at ang Mahiwagang Banga
Kwentong Bayan,Short,Kabayanihan,Si Jaime at ang Nawawalang Gubat
Kwentong Bayan,Short,Matulungin,Si Mila at ang Alamat ng Pista
Kwentong Bayan,Short,Pagkakaibigan,Ang Paglalakbay ni Rico at Nena
Kwentong Bayan,Long,Kasipagan,Si Paolo at ang Nawalang Araw
Kwentong Bayan,Short,Katapatan,Si Lito at ang Mahiwagang Kampana
Kwentong Bayan,Short,Matulungin,Si Mila at ang Hiwagang Bukal
Kwentong Bayan,Short,Kabayanihan,Si Tano at ang Nawawalang Lupa
Kwentong Bayan,Short,Pagkakaibigan,Si Ana at ang Nawawalang Tulay
Kwentong Bayan,Short,Kasipagan,Si Dario at ang Nawalang Liwanag
Kwentong Bayan,Short,Matulungin,Si Elsa at ang Nawawalang Bituin
Alamat,Long,Kabayanihan,Ang Alamat ng Gagamba
Alamat,Short,Pagkakaibigan,Ang Alamat ng Alitaptap
Alamat,Long,Kasipagan,Ang Alamat ng Kabibe
Alamat,Short,Kabayanihan,Ang Alamat ng Lamok
Alamat,Short,Pagkakaibigan,Ang Alamat ng Paniki
Alamat,Short,Matulungin,Ang Alamat ng Pagong
Alamat,Short,Katapatan,Ang Alamat ng Tuko
Alamat,Short,Kasipagan,Ang Alamat ng Kalabaw
Alamat,Short,Matulungin,Ang Alamat ng Agila
Alamat,Short,Kabayanihan,Ang Alamat ng Palaka
Alamat,Short,Pagkakaibigan,Ang Alamat ng Alitaptap
Alamat,Short,Katapatan,Ang Alamat ng Paruparo
Alamat,Short,Kasipagan,Ang Alamat ng Kabayo
Alamat,Short,Kabayanihan,Ang Alamat ng Gagamba
Alamat,Short,Matulungin,Ang Alamat ng Pating
Alamat,Short,Pagkakaibigan,Ang Alamat ng Pagong
Alamat,Short,Katapatan,Ang Alamat ng Palaka
Alamat,Short,Kasipagan,Ang Alamat ng Usa
Alamat,Short,Matulungin,Ang Alamat ng Elepante
Alamat,Short,Kabayanihan,Ang Alamat ng Tuko
Alamat,Short,Pagkakaibigan,Ang Alamat ng Kabayo
Alamat,Short,Katapatan,Ang Alamat ng Kalabaw
Alamat,Short,Matulungin,Ang Alamat ng Langgam
Alamat,Short,Kabayanihan,Ang Alamat ng Alitaptap
Alamat,Short,Pagkakaibigan,Ang Alamat ng Leon
Alamat,Short,Kasipagan,Ang Alamat ng Tarsier
Alamat,Short,Kabayanihan,Ang Alamat ng Pagong
Alamat,Short,Pagkakaibigan,Ang Alamat ng Loro
Alamat,Short,Matulungin,Ang Alamat ng Buwaya
Alamat,Short,Katapatan,Ang Alamat ng Paniki
Alamat,Short,Kasipagan,Ang Alamat ng Alimango
Alamat,Short,Matulungin,Ang Alamat ng Hipon
Alamat,Short,Kabayanihan,Ang Alamat ng Paru-paro
Alamat,Short,Pagkakaibigan,Ang Alamat ng Gagamba
Alamat,Short,Katapatan,Ang Alamat ng Pagong
Alamat,Short,Kasipagan,Ang Alamat ng Kabayo
Alamat,Short,Kabayanihan,Ang Alamat ng Usa
Alamat,Short,Matulungin,Ang Alamat ng Kuwago
Alamat,Short,Pagkakaibigan,Ang Alamat ng Langgam
Alamat,Short,Katapatan,Ang Alamat ng Lawin
Alamat,Short,Kasipagan,Ang Alamat ng Palaka
Alamat,Short,Matulungin,Ang Alamat ng Agila
Alamat,Short,Kabayanihan,Ang Alamat ng Tuko
Alamat,Short,Pagkakaibigan,Ang Alamat ng Ahas
Alamat,Short,Kabayanihan,Ang Alamat ng Kalabaw
Alamat,Short,Pagkakaibigan,Ang Alamat ng Bahaghari
Alamat,Short,Matulungin,Ang Alamat ng Perlas
Alamat,Short,Katapatan,Ang Alamat ng Bulalakaw
Alamat,Short,Kasipagan,Ang Alamat ng Ginto
Alamat,Short,Matulungin,Ang Alamat ng Bituin
Pabula,Short,Kabayanihan,Ang Masipag na Langgam
Pabula,Short,Pagkakaibigan,Ang Matalinong Pagong
Pabula,Short,Katapatan,Ang Pusa at ang Maliliit na Daga
Pabula,Short,Kasipagan,Ang Mabait na Kalabaw
Pabula,Short,Kabayanihan,Ang Alitaptap at ang Palaka
Pabula,Short,Matulungin,Ang Gansa at ang Ginintuang Itlog
Pabula,Short,Pagkakaibigan,Ang Mabait na Uwak
Pabula,Short,Katapatan,Ang Aso at ang Nawalang Buto
Pabula,Short,Kasipagan,Ang Gutom na Lobo at ang Matalinong Kambing
Pabula,Short,Matulungin,Ang Mayabang na Pagong at ang Alitaptap
Pabula,Short,Kabayanihan,Ang Dalawang Kaibigang Usa
Pabula,Short,Pagkakaibigan,Ang Matsing at ang Dalawang Ahas
Pabula,Long,Katapatan,Ang Matalinong Suso at ang Kaibigang Palaka
Pabula,Short,Kasipagan,Ang Uwak at ang Makintab na Bagay
Pabula,Short,Katapatan,Ang Gutom na Pusa at ang Daga
Pabula,Short,Kabayanihan,Ang Mayabang na Kalabaw at ang Matsing
Pabula,Long,Matulungin,Ang Tusong Kabayo at ang Mabait na Baka
Pabula,Short,Pagkakaibigan,Ang Mapagmataas na Usa at ang Munting Sapa
Pabula,Short,Kasipagan,Ang Alitaptap at ang Maingay na Tipaklong
Pabula,Short,Katapatan,Ang Batang Pagong at ang Matulin na Bangus
Pabula,Short,Matulungin,Ang Matapat na Gansa at ang Sakim na Pato
Pabula,Short,Kabayanihan,Ang Makulit na Batang Unggoy at ang Mabuting Elepante
Pabula,Short,Pagkakaibigan,Ang Mahiyain na Kalabaw at ang Mapagkumbabang Paruparo
Pabula,Short,Kasipagan,Ang Tuso’t Tamad na Pagong at ang Masigasig na Kalapati
Pabula,Short,Kabayanihan,Ang Mapagmataas na Kabayo at ang Matalinong Kambing
Pabula,Short,Pagkakaibigan,Ang Matapang na Batang Usa at ang Tusong Lobo
Pabula,Short,Matulungin,Ang Tamad na Aso at ang Masipag na Daga
Pabula,Short,Katapatan,Ang Maingay na Lawin at ang Mapagmasid na Kuwago
Pabula,Short,Kasipagan,Ang Matapat na Pagong at ang Mapanlinlang na Gansa
Pabula,Short,Matulungin,Ang Masigasig na Munting Langgam at ang Tamad na Tipaklong
Pabula,Short,Kabayanihan,Ang Mabait na Tupa at ang Sakim na Baka
Pabula,Short,Pagkakaibigan,Ang Matalas na Ulo ng Uwak at ang Mapaglarong Unggoy
Pabula,Short,Katapatan,Ang Masipag na Squirrel at ang Matakaw na Baboy Ramo
Pabula,Short,Kasipagan,Ang Mapanlikhang Pusa at ang Tamad na Kalapati
Pabula,Short,Kabayanihan,Ang Mabait na Kambing at ang Matigas na Kalabaw
Pabula,Short,Matulungin,Ang Mahinahon na Pagong at ang Mainitin ang Ulo na Palaka
Pabula,Short,Pagkakaibigan,Ang Maingat na Kabayo at ang Mapusok na Kambing
Pabula,Short,Katapatan,Ang Matulunging Tupa at ang Makasariling Baka
Pabula,Short,Kasipagan,Ang Marunong na Uwâ at ang Mayabang na Agila
Pabula,Short,Matulungin,Ang Masinop na Paruparo at ang Walang Pakialam na Tutubi
Pabula,Short,Kabayanihan,Ang Matalinong Gansa at ang Mapang-abusong Alakdan
Pabula,Short,Pagkakaibigan,Ang Mapagpakumbabang Tarsier at ang Mayabang na Unggoy
Kwentong Bayan,Long,Katapatan,Ang Dalawang Bangkang Nawala
Kwentong Bayan,Long,Kasipagan,Si Mariana at ang Bahaghari ng Pag-asa
Kwentong Bayan,Long,Katapatan,Si Manuel at ang Dambana ng Matapat na Puso
Kwentong Bayan,Long,Kabayanihan,Si Pilar at ang Kwento ng Luntian na Bukirin
Kwentong Bayan,Long,Matulungin,Si Dario at ang Bulaklak ng Pag-ibig
Kwentong Bayan,Long,Pagkakaibigan,Si Matias at ang Gintong Kalabaw
Kwentong Bayan,Long,Kasipagan,Si Luningning at ang Punong Ubas
Kwentong Bayan,Long,Katapatan,Si Ambo at ang Palayok ng Karunungan
Kwentong Bayan,Long,Matulungin,Si Lakay Teryo at ang Buhay na Bato
Kwentong Bayan,Long,Kabayanihan,Si Elisa at ang Tala ng Pag-asa
Kwentong Bayan,Long,Pagkakaibigan,Si Doro at ang Puno ng Pista
Kwentong Bayan,Long,Kasipagan,Si Aling Rosa at ang Bulaklak ng Pag-asa
Kwentong Bayan,Long,Matulungin,Si Mateo at ang Bayang ng Maharlika
Kwentong Bayan,Long,Kabayanihan,Si Juanito at ang Bagyong Walang Hanggan
Kwentong Bayan,Long,Pagkakaibigan,Si Timo at ang Puno ng Pagkabigo
Kwentong Bayan,Long,Kasipagan,Si Alon at ang Alon ng Pag-asa
Kwentong Bayan,Long,Kabayanihan,Si Andres at ang Puno ng Katapangan
Kwentong Bayan,Long,Pagkakaibigan,Si PIo at ang Bundok ng Pag-asa
Kwentong Bayan,Long,Matulungin,Si Rosa at ang Ulan ng Pagbabago
Kwentong Bayan,Short,Katapatan,Si Lino at ang Kanyang Pagpapatawad
Kwentong Bayan,Long,Kasipagan,Si Mateo at ang Kanyang Bituin na Gabay
Kwentong Bayan,Long,Matulungin,Si Riza at ang U;an na Nagsisimbulo ng Pag-asa
Kwentong Bayan,Long,Kabayanihan,Si Pilo at ang Bukirin ng Pagtitiis
Kwentong Bayan,Long,Pagkakaibigan,Si Lito at ang Himbing ng Puso
Kwentong Bayan,Long,Katapatan,Si Antonio at ang Puno ng Pagkakaisa
Pabula,Short,Kasipagan,Ang Tapat na Kalabaw at ang Tamad na Kambing
Pabula,Short,Kabayanihan,Ang Maingat na Palaka at ang Walang Pakundangang Butiki
Pabula,Short,Matulungin,Ang Masayahing Suso at ang Malungkuting Alitaptap
Pabula,Short,Pagkakaibigan,Ang Tapat na Langgam at ang Mapanlinlang na Gagamba
Pabula,Short,Katapatan,Ang Matalas na Lawin at ang Mainggitin na Kalapati
Pabula,Short,Kasipagan,Ang Mabait na Bata at ang Matigas na Palaka
Pabula,Short,Matulungin,Ang Tamad na Tigre at ang Masipag na Usa
Pabula,Short,Kabayanihan,Ang Mapanlinlang na Unggoy at ang Matapat na Kabayo
Pabula,Short,Pagkakaibigan,Ang Masigasig na Paruparo at ang Bagong Bulaklak
Pabula,Short,Katapatan,Ang Duwag na Gansa at ang Matapang na Pato
Pabula,Short,Matulungin,Ang Mayabang na Kalapati at ang Matipid na Maya
Pabula,Short,Kabayanihan,Ang Maligalig na Daga at ang Mapagpasensyang Pusa
Pabula,Short,Pagkakaibigan,Ang Mapanibughuing Tupa at ang Mabait na Kambing
Pabula,Short,Kasipagan,Ang Mapagmataas na Palaka at ang Mapagkumbabang Isda
Pabula,Short,Kabayanihan,Ang Sipag ng Langgam at ang Tamad na Tipaklong
Pabula,Short,Pagkakaibigan,Ang Matulunging Kabayo at ang Tamad na Baka
Pabula,Short,Matulungin,Ang Mapagmataas na Peacock at ang Mabait na Itik
Pabula,Short,Katapatan,Ang Masinop na Squirrel at ang Walang Pake na Unggoy
Pabula,Short,Kasipagan,Ang Pabibong Kalapati at ang Tahimik na Tuko
Pabula,Short,Matulungin,Ang Tapat na Kalabaw at ang Mapagsamantalang Tupa
Pabula,Short,Kabayanihan,Ang Mapanlinlang na Matsing at ang Matalinong Pagong
Pabula,Short,Pagkakaibigan,Ang Mapagmalaking Palaka at ang Tahimik na Uwang
Pabula,Short,Katapatan,Ang Masipag na Langgam at ang Tamad na Gagamba
Pabula,Short,Kasipagan,Ang Mabait na Kalapati at ang Inggit na Maya
Pabula,Short,Kabayanihan,Ang Mabagal na Ahas at ang Mabilis na Tipaklong
Pabula,Short,Matulungin,Ang Matapat na Kabayo at ang Swapang na Kalabaw
Pabula,Short,Pagkakaibigan,Ang Mapaglarong Uwak at ang Mabait na Kuneho
Pabula,Short,Katapatan,Ang Matalinong Loro at ang Hangal na Unggoy
Pabula,Short,Kasipagan,Ang Masipag na Bubuyog at ang Palaging Gutom na Daga
Pabula,Short,Matulungin,Ang Maingay na Gansa at ang Tahimik na Isda
Pabula,Short,Kabayanihan,Ang Ambisyosong Tipaklong at ang Masinop na Langgam
Pabula,Short,Pagkakaibigan,Ang Ahas at ang Mapagkumbabang Pagong
Pabula,Short,Kabayanihan,Ang Batang Kuneho at ang Matandang Alitaptap
Pabula,Short,Pagkakaibigan,Ang Mayabang na Palaka at ang Payapang Paruparo
Pabula,Short,Matulungin,Ang Dalawang Kaibigang Pusa at ang Tandang
Pabula,Short,Katapatan,Ang Batang Usa at ang Matandang Kalabaw
Pabula,Short,Kasipagan,Ang Gutom na Unggoy at ang Matamis na Saging
Pabula,Short,Matulungin,Ang Malikot na Palaka at ang Mahinahon na Pagong
Pabula,Short,Kabayanihan,Ang Kuwagong Maingay at ang Tahimik na Lawin
Pabula,Short,Pagkakaibigan,Ang Magkaibigang Suso at Paruparo
Pabula,Short,Katapatan,Ang Matapang na Langgam at ang Tamad na Tipaklong
Pabula,Short,Kasipagan,Ang Masipag na Kabayo at ang Tamad na Baka
Pabula,Short,Kabayanihan,Ang Maingay na Gansa at ang Tahimik na Itik
Pabula,Short,Matulungin,Ang Pagong at ang Laging Nagmamadaling Alitaptap
Pabula,Short,Pagkakaibigan,Ang Daga at ang Nawalang Butil ng Palay
Pabula,Long,Katapatan,Ang Mapagmataas na Palaka at ang Mapagkumbabang Alitaptap
Pabula,Short,Kasipagan,Ang Masikap na Langgam at ang Tamad na Kuwago
Pabula,Long,Matulungin,Ang Maingay na Tambakol at ang Tahimik na Salmon
Pabula,Short,Kabayanihan,Ang Bata at ang Matandang Kawayan
Kwentong Bayan,Short,Pagkakaibigan,Si Ben at ang Nawawalang Agos
Kwentong Bayan,Short,Katapatan,Si Lara at ang Lihim ng Gintong Buto
Kwentong Bayan,Short,Kasipagan,Si Carlo at ang Araw ng Sigwa
Kwentong Bayan,Short,Katapatan,Si Ina at ang Tinig ng Kagubatan
Kwentong Bayan,Short,Kabayanihan,Si Tomas at ang Nawawalang Kalabaw
Kwentong Bayan,Short,Matulungin,Si Elisa at ang Palasyo ng Mga Pangarap
Kwentong Bayan,Short,Pagkakaibigan,Si Rico at ang Nawawalang Hangin
Kwentong Bayan,Short,Kasipagan,Si Lilia at ang Tagong Paraiso
Kwentong Bayan,Short,Katapatan,Si Nestor at ang Kwento ng Gabi
Kwentong Bayan,Short,Matulungin,Si Tanya at ang Araw ng Pagbangon
Kwentong Bayan,Short,Kabayanihan,Si Jojo at ang Alamat ng Alakdan
Kwentong Bayan,Short,Pagkakaibigan,Si Celia at ang Nawalang Bato ng Buhay
Kwentong Bayan,Short,Kasipagan,Si Lina at ang Nawawalang Ilawan
Kwentong Bayan,Short,Kabayanihan,Si Mario at ang Lihim ng Balon
Kwentong Bayan,Short,Pagkakaibigan,Si Anita at ang Hiwaga ng Taniman
Kwentong Bayan,Short,Matulungin,Si Kiko at ang Nawawalang Kalayaan
Kwentong Bayan,Short,Katapatan,Si Clara at ang Lihim ng Bahaghari
Kwentong Bayan,Short,Kasipagan,Si Miguel at ang Nawawalang Awit
Kwentong Bayan,Short,Matulungin,Si Rosa at ang Mahikang Hardin
Kwentong Bayan,Short,Kabayanihan,Si Lito at ang Nawawalang Pista
Kwentong Bayan,Short,Pagkakaibigan,Si Nena at ang Lihim ng Kuwento
Kwentong Bayan,Short,Katapatan,Si Andoy at ang Lihim ng Ginto
Kwentong Bayan,Short,Kasipagan,Si Dario at ang Mahiwagang Tulay
Kwentong Bayan,Short,Kabayanihan,Si Lila at ang Nawawalang Ulan
Kwentong Bayan,Short,Matulungin,Si Pedro at ang Nawawalang Kampana
Kwentong Bayan,Short,Pagkakaibigan,Si Tina at ang Lihim ng Gubat
Kwentong Bayan,Short,Katapatan,Si Rico at ang Mahikang Banga
Kwentong Bayan,Short,Kasipagan,Si Maya at ang Nawawalang Bahaghari
Kwentong Bayan,Short,Matulungin,Si Carlo at ang Kuwento ng Bato
Kwentong Bayan,Short,Kabayanihan,Si Mila at ang Baryo ng Kalimot
Kwentong Bayan,Short,Pagkakaibigan,Si Jun at ang Lumang Tambuli
Kwentong Bayan,Short,Katapatan,Si Ana at ang Lihim ng Parola
Kwentong Bayan,Short,Kasipagan,Si Nilo at ang Nawawalang Kariton
